characteristics,color,display_resolution,images,manufacturer,metadata,name,price,product_code,review_count,sale_price,screen_diagonal,source_url,storage
{},Black,,"https://brain.com.ua/static/images/prod_img/3/0/U0961530_1738426633.jpg,https://brain.com.ua/static/images/prod_img/3/0/U0961530_2_1738426634.jpg,https://brain.com.ua/static/images/prod_img/3/0/U0961530_3_1738426634.jpg,https://brain.com.ua/static/images/prod_img/3/0/U0961530_4_1738426636.jpg,https://brain.com.ua/static/images/prod_img/3/0/U0961530_5_1738426637.jpg,https://brain.com.ua/static/images/prod_img/3/0/U0961530_6_1738426638.jpg,https://brain.com.ua/static/images/prod_img/3/0/U0961530_7_1738426639.jpg,https://brain.com.ua/static/images/prod_img/3/0/U0961530_8_1738426641.jpg,https://brain.com.ua/static/images/prod_img/3/0/U0961530_9_1738426642.jpg",Apple,"{'sku': 'U0961530', 'aggregate_rating': {'@type': 'AggregateRating', 'ratingValue': 5.0, 'reviewCount': 1}, 'offers': {'price': 65799, 'sale_price': None, 'availability': 'https://schema.org/OutOfStock', 'price_currency': 'UAH'}, 'description': 'Смартфони, Іміджеві, 1 SIM + e-sim, 2G, 3G, 4G, 5G, 6.9&quot;, 1320 х 2868, 120 Гц, CPU - Apple A18 Pro, 256 Gb, 48 + 48 + 12 Mpx, Стабілізація - оптична, Front - 12 Mpx, Bluetooth, WI-FI, NFC, пило/вологозахист, гіроскоп, бездротове заряджання, чорний'}",Мобільний телефон Apple iPhone 16 Pro Max 256GB Black Titanium (MYWV3),65799,MYWV3,1,,,https://brain.com.ua/ukr/Mobilniy_telefon_Apple_iPhone_16_Pro_Max_256GB_Black_Titanium-p1145443.html,256GB
